4076 3
0.388889 0.4375 1
1.94737 1.94737 1
1.57143 1.1 -1
1.15385 1.15385 -1
0.315789 0.315789 -1
0.3 0.25 -1
1.47619 1.29167 1
1.5 1.16667 -1
0.230769 0.166667 1
2.42857 2.61538 1
0.363636 0.363636 1
1.05882 1.2 1
0.454545 0.3125 1
0.0909091 0.0714286 1
2.53846 2.75 1
1.76923 2.09091 1
3.66667 4 1
1.4 1.10526 -1
3.46154 2.36842 1
0.111111 0.1 1
0.9375 0.652174 1
7.30769 7.30769 1
0.636364 0.608696 -1
0.2 0.15 1
1.45833 1.45833 1
0.272727 0.3 -1
0.583333 0.5 1
1.125 0.857143 -1
0.5 0.5 -1
1.8 2 1
0 0 1
1.54545 2.125 1
2.77273 2.54167 -1
1.64706 1.33333 1
0.714286 0.526316 1
1.4 1.64706 -1
1.125 1.05882 1
0.85 1 -1
1.48148 1.90476 -1
2.09091 2.19048 1
2.77273 2.44 1
1.05 1.16667 1
2.25 1.8 -1
0 0 -1
0.916667 0.733333 1
1.26316 0.888889 -1
0.888889 1.23077 1
0.0555556 0.0625 -1
0.3 0.375 1
1.57143 1 -1
1.23529 1.75 -1
1.5 1.5 1
1.58824 1.125 -1
0.0588235 0.0526316 1
4.125 2.86957 -1
1.6875 1.42105 1
2.125 2.125 1
2.38889 2.26316 1
0.947368 1.05882 1
1.36364 1.57895 1
5.79167 4.96429 1
1.88889 1.36 -1
2.62963 2.53571 1
0.461538 0.461538 1
0.5 0.444444 -1
0.461538 0.333333 -1
0.4 0.428571 -1
3.79167 5.05556 -1
0.111111 0.0714286 -1
2.91304 2.57692 1
0.52 0.619048 1
0.166667 0.222222 1
0.166667 0.222222 1
1.54167 2.05556 1
1.84 1.7037 -1
1.46667 2 1
0.1 0.111111 1
0.5 0.470588 -1
0.333333 0.210526 -1
0.807692 1.23529 -1
0.769231 0.666667 1
0.2 0.192308 -1
8.07692 8.07692 1
0.230769 0.26087 -1
5.30769 5.52 1
0.222222 0.166667 1
0.391304 0.321429 1
2.75 2.53846 1
1.92 1.6 1
0.125 0.2 -1
0.448276 0.684211 -1
0.0625 0.0666667 1
0.285714 0.266667 -1
1 1.4 1
1.47619 1.34783 1
1.69231 1.375 -1
5.59259 5.59259 1
5.04167 5.5 1
1.6 2.10526 1
0.214286 0.2 1
1.85185 2.38095 -1
0.125 0.181818 -1
1.6 1.2 -1
0.285714 0.25 -1
1.6 1.66667 1
0.117647 0.166667 1
2.1 2.21053 1
1.85714 1.95 1
3.66667 3.14286 -1
1.34783 1.82353 -1
1.4 1.4 1
0.75 0.666667 1
0.722222 0.684211 1
0.352941 0.375 1
1.04762 0.916667 1
2 1.55556 1
0.6 0.6 -1
1.5 1.16667 -1
0.913043 1.16667 -1
0.571429 0.761905 -1
5.73333 7.81818 1
6.3 4.84615 1
1 0.875 1
0.47619 0.344828 1
0.84 0.875 -1
2.25 1.8 -1
1.62069 2.35 -1
0.2 0.1875 -1
0.333333 0.222222 1
3.37037 4.55 -1
0.956522 1.57143 -1
0.578947 0.52381 1
0 0 -1
1.68182 1.7619 1
1.31034 1.52 1
3 2.875 1
1.61538 1.5 1
0.619048 0.565217 1
0.263158 0.357143 -1
1.56522 2 -1
0.470588 0.470588 -1
0.428571 0.545455 1
4.78947 4.55 1
0.647059 0.6875 1
1.52941 1.52941 1
2.44 2.54167 1
0.428571 0.3 1
0.142857 0.166667 1
3.04167 3.04167 1
0.227273 0.3125 1
2.62069 2.92308 1
0.166667 0.166667 1
1.76923 1.84 1
0.571429 0.761905 1
2.3125 1.85 -1
0.55 0.647059 -1
3.17391 2.7037 1
0.517241 0.681818 -1
0.166667 0.133333 -1
4.8 4.8 1
5.77778 6.24 1
1 0.714286 -1
0.222222 0.222222 1
0.230769 0.166667 -1
2.75 2.61905 1
0.8 0.888889 1
0.4375 0.466667 -1
3.72 3.72 1
0.521739 0.75 1
0.866667 1 -1
0.352941 0.3 1
0.6 0.666667 1
2.17647 1.94737 1
2.42857 2.55 1
2.04 2.42857 1
0.722222 0.8125 -1
0 0 -1
3.95652 5.35294 1
1.96 2.04167 1
2.11765 2.4 1
3.27273 3 1
1.875 2.04545 1
0.8 1.09091 1
2.24138 2.70833 1
1 0.882353 -1
0.954545 1.3125 1
1.10526 1.3125 1
4.19048 3.25926 1
1.95238 1.95238 1
0.4 0.375 1
2.4 1.71429 1
0.764706 0.619048 1
0.5625 0.642857 -1
0.208333 0.2 -1
0.291667 0.333333 -1
0.142857 0.133333 -1
0.789474 1.15385 1
1.76923 2.3 1
0.266667 0.333333 -1
1.5 1.36364 -1
0.8 1.05263 1
0.294118 0.333333 1
1.32143 1.48 1
0.6 0.6 1
3.65517 5.57895 1
1.57143 1.375 1
1.89474 1.71429 1
3.79167 4.33333 1
0.0625 0.0714286 1
0.461538 0.6 1
2.23077 2.14815 1
1.48 1.48 1
0.6875 0.55 -1
0.625 0.909091 -1
0.5 0.352941 -1
1.5 1.71429 1
2.5 3.25 1
6.61905 4.96429 1
0.333333 0.266667 -1
1.85185 1.92308 -1
2 1.76471 -1
0.666667 0.923077 1
0.666667 0.608696 1
1.65 1.375 1
0.4375 0.4375 -1
1.15385 0.882353 1
0.541667 0.619048 1
1.26667 1.26667 1
2.375 2.11111 -1
1.61538 1.16667 1
2.41379 3.04348 1
3.95 3.7619 1
0.25 0.181818 -1
1.05 0.954545 1
0.125 0.0833333 -1
1.04545 0.851852 -1
0.722222 0.928571 1
0.181818 0.2 1
0.733333 0.611111 1
0.181818 0.222222 1
0.461538 0.6 1
0.642857 0.642857 1
8.75 8.4 1
0.733333 0.5 -1
0.0625 0.0526316 -1
0.166667 0.1875 -1
2.13636 1.74074 -1
1.22222 1.375 -1
0.444444 0.470588 1
0.375 0.333333 -1
0.0555556 0.0714286 -1
0.142857 0.111111 -1
3.47368 3 1
0.153846 0.142857 -1
0.3 0.230769 1
1.07143 0.882353 1
1.69565 2.29412 1
3.9 3.3913 1
0.956522 0.814815 1
1.86667 1.21739 -1
0.833333 0.625 -1
0.730769 1 -1
0.6 0.461538 -1
1.15385 1.15385 1
0.125 0.117647 1
0.0833333 0.0714286 -1
0.777778 0.84 1
5.83333 4.2 -1
1.07143 1.25 1
1 0.882353 -1
0.761905 0.666667 1
3.28571 2.55556 1
0.965517 1.27273 -1
0 0 -1
1.25 0.9375 1
0.3 0.333333 -1
4 4.14815 1
0.0769231 0.0769231 1
6.33333 7.77273 1
0.2 0.2 1
0.928571 0.8125 -1
0.95 0.76 -1
0.533333 0.533333 -1
2.05263 2.16667 1
4.85 3.34483 -1
1.69565 1.56 1
0.4 0.421053 -1
2.14286 3 1
5.18519 5 1
0.157895 0.214286 1
0.578947 0.611111 -1
1.23077 0.941176 1
0.818182 0.857143 1
0.722222 0.619048 -1
6.31579 5.71429 1
0.266667 0.266667 -1
1.3913 2 1
1.75 1.3125 1
2.09091 2 1
0.730769 0.904762 1
1.31818 1.20833 -1
3.23529 4.23077 1
5 4.5 1
0.466667 0.4375 1
1.2 1 -1
0.5 0.4 -1
2.82609 2.6 1
4.18182 3.83333 1
0.4375 0.4375 1
0.263158 0.357143 1
0.833333 0.9375 -1
0.214286 0.214286 1
2.76 4.05882 -1
1.8 2.57143 -1
3.23529 3.92857 1
1.05556 0.904762 1
2.64286 2.46667 1
1.54545 2 1
0.5 0.4 1
1.15789 1.15789 1
0.666667 0.5 1
0.0526316 0.0555556 -1
0.571429 0.631579 1
0.785714 0.785714 1
4.44 4.44 1
1.89655 2.3913 1
0.0714286 0.0666667 -1
0.916667 1 1
1.89474 1.56522 1
0.733333 0.785714 1
0.333333 0.411765 1
0.0769231 0.0769231 -1
1.32 1.22222 1
1 0.875 -1
4.25926 4.10714 1
1.75 2.04167 -1
1.35 1.17391 1
0.3125 0.25 1
0.5 0.461538 1
0.909091 1.33333 1
3.14286 2.53846 1
0.764706 0.565217 -1
0.461538 0.631579 1
0.315789 0.26087 1
0.37037 0.37037 1
6.95455 6.375 1
0.125 0.125 -1
1.05 1.75 1
0.625 0.666667 -1
1.24 1.19231 -1
1.35294 1.15 1
0.5 0.5 1
0.8 0.727273 1
1 0.846154 -1
0.769231 0.555556 1
1.23529 0.807692 1
2.21429 2.38462 1
0.2 0.235294 -1
0.411765 0.538462 1
0.846154 0.647059 -1
1.96154 1.96154 1
0.272727 0.214286 1
1.64 1.46429 1
0.541667 0.65 1
0.352941 0.461538 -1
0.454545 0.384615 1
0.538462 0.583333 -1
3.66667 2.53846 -1
3.05 2.25926 1
2.63158 1.92308 1
0.117647 0.125 -1
1.68182 1.23333 1
0.285714 0.25 -1
0.444444 0.428571 1
2 2.45455 -1
0.35 0.368421 1
2.29167 3.23529 -1
4.55 4.33333 1
2 1.64706 1
0.88 1.1 1
0.666667 0.769231 -1
3.41176 2.41667 1
0.375 0.5 -1
2.09091 2.42105 1
10.12 8.72414 1
1.75 1.16667 -1
0.263158 0.238095 1
8.4 7.24138 1
3.35 3.72222 1
0.411765 0.388889 -1
0.15 0.2 1
5.46429 7.28571 -1
3.24 3.85714 1
3.88235 3.3 1
0.176471 0.166667 -1
1.55556 1.21739 -1
0.777778 0.56 1
0.461538 0.375 1
0.866667 0.8125 -1
0.105263 0.166667 1
0.642857 0.75 1
1.8125 1.31818 1
1.08 1.35 -1
1.88235 1.28 -1
2.89474 2.3913 1
0.3 0.428571 1
0.25 0.3 1
6.11538 5.12903 -1
1.28571 1 1
0.615385 0.421053 1
1.04762 0.814815 1
3.62069 5.52632 1
0.444444 0.4 1
1.78261 2.15789 1
0.8 1.09091 1
1.33333 1.33333 1
2.33333 2.72222 1
0.285714 0.307692 1
0.214286 0.2 -1
4.44444 6.66667 1
1.30435 1.57895 1
2.53846 2.35714 -1
0.846154 0.733333 1
0.222222 0.222222 1
7.77273 7.125 1
0.4375 0.5 1
1.58333 1.80952 1
5.07692 3.47368 1
2 2.42105 1
2.24 1.64706 1
0.6 0.461538 1
0.608696 0.777778 1
0.166667 0.166667 1
0.826087 0.76 1
3.29167 2.92593 1
2.33333 2.66667 1
3.3 2.86957 1
0.4375 0.35 -1
0.32 0.285714 -1
0.555556 0.833333 -1
0.473684 0.375 1
0.0666667 0.0526316 -1
1.65385 1.65385 -1
4.84 4.48148 1
0.388889 0.583333 -1
0.333333 0.4 -1
1.65217 1.65217 1
4.84 6.36842 1
0.875 0.736842 1
0.777778 1.07692 1
2.4 2.06897 1
0.666667 0.666667 1
1.86667 1.47368 1
0.190476 0.25 1
2.19231 2.03571 1
2.375 2.85 1
0.769231 0.833333 -1
0.0526316 0.05 1
2.48276 3.27273 1
1.13636 1.19048 1
0.64 0.727273 1
1.66667 1.66667 1
1.41176 1.5 1
0.625 0.416667 1
2.15385 2.54545 1
2.04 2.68421 -1
1.33333 1.33333 -1
0.666667 0.545455 -1
1.51724 1.69231 1
2.8125 2.04545 1
0.608696 0.736842 1
0.555556 0.555556 -1
3.30769 3.07143 1
1.14286 0.888889 1
1 1.17391 1
1.15385 1.25 -1
0.964286 1.125 -1
1.31579 1.66667 1
4.25 4.76 1
0.545455 0.666667 1
0.5 0.375 1
2.10714 2.10714 1
0.037037 0.0384615 1
0.52381 0.458333 1
0.347826 0.421053 1
1.31579 1.19048 1
0.0833333 0.0555556 1
0.571429 0.545455 1
0.142857 0.2 1
1.52381 1.77778 1
1.11111 0.909091 -1
2.94737 3.73333 1
0.588235 0.833333 -1
1.35 1.17391 1
0.230769 0.3 1
2.39286 2.48148 1
0.958333 1.21053 1
2.90909 2.56 -1
1.6 1.6 1
0.952381 0.8 1
0.777778 0.583333 1
0.6 0.857143 -1
1.06667 0.842105 1
1.88889 1.41667 1
1.08333 0.8125 1
1.26316 1.33333 -1
0.769231 0.555556 1
0.555556 0.833333 -1
1.23529 1.4 -1
5.05556 3.25 -1
0.821429 0.766667 1
0.96875 1.06897 1
1.04167 1.5625 1
0.384615 0.3125 -1
3.14286 3.47368 1
1.4 1.3125 1
3.13043 3 1
1.6 1.5 1
1.90909 1.82609 1
4.55 4.13636 1
3.4375 3.05556 1
3.5 3.20833 1
3.21053 3.21053 1
0 0 -1
0.5 0.625 1
1.58333 1.9 1
1.96429 2.5 -1
5.31034 6.41667 1
0.666667 0.6 1
0.884615 1.21053 1
0.357143 0.384615 -1
3.07407 2.96429 1
0.333333 0.4 -1
4.33333 4.55 1
1.5 1.10526 1
1.66667 1.95652 1
2.44444 3.3 1
0.117647 0.0869565 -1
0.666667 0.875 1
2.41935 3 1
0.764706 0.764706 1
2.25 2.84211 1
1.61538 1.82609 1
1.80952 2.11111 1
0.133333 0.166667 1
1.41667 1.25926 1
1.13636 1.38889 -1
0.285714 0.222222 1
0.0769231 0.0769231 1
1.25 1 1
0.2 0.2 -1
0.0526316 0.0555556 1
1.15385 1.66667 1
5 5.45455 1
5.52632 5 1
0 0 -1
1.55 1.40909 1
5.46429 5.66667 1
0.318182 0.4375 1
3.34615 3.95455 1
0.454545 0.3125 1
0.866667 1 1
3.23077 4.2 1
0.157895 0.176471 1
0.2 0.230769 1
0.647059 0.55 1
2.25 1.92857 1
2.3 2.42105 1
3.12 4.33333 -1
1.90909 1.23529 -1
0.0909091 0.0909091 -1
1.91667 1.7037 1
0.0714286 0.0666667 1
3.9 5.2 -1
0 0 -1
0.65 1 -1
0.411765 0.583333 1
0.0769231 0.0625 -1
4.08696 4.08696 1
2.77273 2.77273 1
0.565217 0.619048 -1
0.583333 0.466667 1
2 2.08333 1
1 1.22222 1
1 1 1
1.36364 1.5 1
9.54545 7.77778 1
0.619048 0.684211 1
2.15 1.65385 -1
2.19231 2.28 1
0.166667 0.125 -1
1.15385 1.5 1
0.769231 0.909091 1
6.57692 7.125 1
1.26087 1.11538 1
1.28571 1.38462 -1
2.15385 2.54545 -1
1.47826 1.54545 1
3.9 4.875 1
2.2381 1.95833 1
0.769231 1.11111 -1
1.6 1.6 1
1.90909 2 1
1.2381 1.18182 1
5.35294 3.64 -1
1 1.21429 1
1.4 1.27273 -1
2.3913 3.4375 1
3.2963 3.42308 1
2.94737 2.94737 1
0.96 0.857143 1
0.636364 0.933333 1
4.65385 4.84 1
2.71429 2.375 1
2.57143 2.25 1
1.33333 1.2 1
1.57143 1.83333 1
0.916667 0.611111 -1
2.05263 2.29412 1
1.95455 1.65385 1
1.32143 1.48 1
1.16 1.61111 1
1.95652 2.36842 1
0.266667 0.235294 1
0 0 -1
0.294118 0.416667 1
1.66667 1.90476 1
4.9375 3.59091 1
1.46667 1.29412 1
0.125 0.166667 -1
0 0 1
0.72 0.666667 -1
1.13636 1.31579 1
1.15789 1.15789 1
0.166667 0.133333 1
1.75 1.55556 1
0.714286 0.909091 -1
0.833333 1 1
0.466667 0.583333 1
1.16667 0.933333 1
0.347826 0.470588 1
1.94737 1.7619 1
3.33333 2.69231 -1
4.10526 3.71429 1
1.7 1.7 1
3.72222 3.35 1
0.411765 0.304348 -1
0.277778 0.277778 1
1.59259 1.65385 1
3.32 3.6087 1
0.0833333 0.0555556 -1
2.55556 2.70588 1
1.875 2.64706 -1
5.13793 5.13793 1
0.882353 1 1
2.11765 2 1
0.526316 0.666667 1
0.619048 0.481481 1
0.466667 0.35 1
0.52381 0.458333 1
3.68182 4.05 1
4 3.85714 1
0.428571 0.692308 -1
0.944444 0.708333 -1
2.7931 2.89286 1
5.83333 4.56522 1
1.76923 1.84 1
3.66667 3.47368 1
1.2 1.125 1
0.0909091 0.0714286 -1
2.6 2.6 1
0.545455 0.705882 1
1.40909 1.10714 -1
0.0625 0.0625 -1
1.90909 1.3125 -1
1.75 2.625 -1
2.31579 1.62963 1
2.08696 2.18182 1
0.6 0.631579 1
3.41667 3.15385 1
1.16 1.61111 1
1.10345 1.28 1
1.05263 1.11111 1
0.0666667 0.0666667 1
0.285714 0.210526 1
1 0.8 -1
4.56522 5.83333 1
0.259259 0.25 1
0.565217 0.448276 1
0.1 0.111111 -1
2.57692 2.39286 1
2.2 2.03704 1
0.133333 0.125 1
0.647059 0.785714 1
0.571429 0.461538 1
0.444444 0.4 1
0.1 0.125 -1
2.44444 2.44444 -1
0.6 0.545455 -1
2.05263 1.625 -1
0.769231 1 -1
1.96 1.96 1
1.0625 0.894737 1
0.777778 0.7 1
0.875 1.07692 1
0.375 0.4 -1
0.411765 0.368421 1
0.545455 0.6 -1
0.307692 0.25 1
0.0909091 0.0666667 1
1.83333 2 1
1.36364 0.9375 1
4.48148 4.17241 1
0.176471 0.214286 -1
0.461538 0.352941 -1
1.90909 2.21053 1
1.22222 1.57143 -1
1.19048 1.47059 1
1.56522 1.24138 1
0.705882 0.75 1
2 2.375 1
0.967742 1.42857 -1
1 1.13043 1
1.82143 2.55 -1
1.38889 1.31579 1
0.368421 0.388889 1
2.06667 1.55 1
0.947368 1 1
3.14286 3.66667 1
1.21053 1.4375 1
0.6 0.6 1
1.38462 1.44 1
2 2.33333 1
7.81481 7.27586 1
3.36 4.2 1
1.3 1 1
0.5 0.666667 -1
0.642857 0.818182 1
0.5 0.466667 -1
1.68182 1.94737 -1
1.54167 1.85 -1
3.47368 3 1
0.545455 0.5 -1
1 0.904762 -1
0.230769 0.25 1
0.0666667 0.0714286 1
1.85 1.94737 1
0.611111 0.785714 -1
0.695652 0.666667 -1
0.722222 0.722222 -1
6.65517 7.14815 1
3.5 3.79167 1
0.608696 0.538462 1
0.272727 0.272727 1
0.545455 0.4 1
1.75 1.90909 -1
0.4 0.444444 -1
2 1.76923 1
2.86957 4.125 1
0.636364 0.482759 -1
1 0.956522 1
6 5.21739 1
3.29167 3.59091 1
0.4375 0.7 -1
0.578947 0.611111 1
1.32143 2.05556 -1
7.28571 6.12 1
0.666667 0.705882 1
0.333333 0.4 -1
0.3 0.375 1
0.578947 0.647059 1
0.363636 0.307692 -1
2.83333 2.42857 1
1.875 1.55172 -1
2.84 2.53571 1
2.16667 1.77273 1
1.63158 2.06667 -1
0.625 0.666667 -1
0.318182 0.25 1
2.83333 3.4 1
0.105263 0.133333 1
1.57143 1.29412 -1
2.89474 2.89474 1
0.428571 0.315789 1
0.481481 0.5 1
0.684211 0.65 1
0.285714 0.266667 -1
1.96154 2.21739 1
0.545455 0.545455 1
1.88235 1.3913 1
1.11765 1.35714 1
4.44444 4.28571 1
2.4 2.4 1
2.61905 3.66667 -1
0.0769231 0.0769231 1
1.375 1.46667 1
1.61538 1.75 1
1.21053 1.15 1
0.535714 0.625 1
0.857143 0.818182 1
0.75 0.642857 1
1.23077 1.06667 1
0.714286 0.625 1
2.45 1.88462 1
0.2 0.153846 -1
4.8 5.45455 1
0.25 0.25 1
0.230769 0.272727 -1
0.230769 0.176471 -1
1.71429 1.44 1
3.29167 4.64706 -1
0 0 1
0.578947 0.44 1
6.40741 6.17857 1
1 1.23529 -1
1.96154 2.31818 1
1.30769 1.7 -1
1.20833 1.70588 -1
0.526316 0.625 1
2.1 1.23529 -1
0.892857 0.925926 -1
1.45455 1.23077 1
1.20833 1.20833 -1
2.06897 2.5 1
3.6 3.46154 1
0.684211 0.541667 1
0.375 0.272727 1
3.9 4.875 1
2.83333 2.21739 1
2.68 2.79167 1
0 0 -1
0.466667 0.636364 1
6.69231 6.69231 1
2.80769 2.7037 1
0.473684 0.6 -1
0.733333 0.52381 -1
0.407407 0.5 -1
0.666667 0.588235 -1
0.722222 1.08333 -1
4.33333 4.55 1
3.61538 3.24138 1
0.0666667 0.0833333 1
1.25 1.11111 1
0.764706 0.8125 1
3.25926 4.4 -1
5.45455 5.71429 1
3.45 3.63158 1
1.84 2.42105 1
6.8 5.91304 1
0.166667 0.157895 -1
1.6 2.10526 1
0.666667 0.909091 -1
1.11111 0.909091 -1
1.07143 0.75 -1
4.2381 3.86957 1
0.368421 0.35 1
0.666667 0.551724 -1
0.925926 1.31579 -1
0.157895 0.1875 -1
0.0625 0.0714286 1
0.52381 0.785714 -1
0.73913 0.708333 -1
0.541667 0.590909 1
0.285714 0.222222 -1
4.20833 3.88462 1
0.375 0.5 1
0.6 0.5 1
1.18182 1.04 -1
2.76 3.63158 -1
0.181818 0.166667 -1
4.71429 3.66667 1
5.34615 5.56 1
0.5 0.384615 1
1.08333 0.8125 1
0.5 0.411765 1
0.176471 0.2 -1
2.11765 2.25 -1
1.70833 1.51852 1
0.214286 0.2 1
1.95652 2.64706 -1
5.26923 6.22727 1
2.42105 2 1
0.571429 0.4 -1
1.94444 1.94444 1
0.1875 0.142857 1
0.125 0.111111 1
0.842105 0.666667 1
2.52 2.52 1
2.625 2.1 1
0.75 0.807692 -1
2.17241 2.86364 1
6.47619 5.91304 1
1.08333 1.2381 1
0.666667 0.909091 -1
0.176471 0.176471 -1
1.36364 1 1
0 0 -1
0.5 0.428571 1
1.9375 2.21429 -1
0.166667 0.125 1
6.69231 5.8 -1
4.55 4.55 1
4.625 3.82759 -1
2.23529 2 1
4.56 4.07143 1
0.428571 0.5 1
3.19231 3.07407 1
1.86667 1.86667 1
2.19231 2.03571 1
3.96 3.80769 1
2.03448 2.68182 -1
3.77778 3.64286 1
0.5 0.333333 -1
1.36842 1.18182 1
1.77273 1.56 1
2.26087 2.08 1
4.58333 3.05556 1
2.07143 2.9 1
0.5 0.666667 -1
1.88 2.2381 -1
2.64706 1.66667 1
5.14815 6.31818 1
1.95833 2.9375 1
0.222222 0.266667 1
0.4375 0.4375 -1
1.56 1.39286 1
1.23077 1.23077 1
1 0.954545 1
0.666667 0.428571 1
2.04545 2.04545 -1
1.85 1.68182 1
1.47619 1.82353 -1
0.814815 0.88 1
0.9375 0.882353 -1
0.466667 0.35 1
1.69565 1.69565 1
1.11765 0.95 -1
2.5 2.64706 -1
1.95455 2.15 1
0.833333 0.833333 1
1.17647 0.909091 1
1.84 2.19048 1
4.25 3.4 1
0.428571 0.6 1
0.0833333 0.0833333 1
0.538462 0.4375 1
2.625 2.33333 1
1.0625 0.809524 1
2 2.33333 1
1.3 1.52941 1
1 0.884615 -1
1.33333 1.14286 1
2.3 1.84 -1
1.61538 1.10526 -1
0.923077 1.41176 -1
0.0909091 0.0833333 1
4.78947 5.35294 1
3.51724 3.92308 1
4.78947 5.05556 1
2.09091 1.7037 1
0.8 1 1
0.461538 0.461538 1
0.214286 0.230769 1
3.23529 2.61905 1
0.555556 0.555556 1
3.77778 4.25 1
0.526316 0.526316 -1
2.92308 2.62069 1
2.11538 3.05556 -1
1.88889 1.88889 1
0.363636 0.307692 1
2.8125 3.46154 1
2.78261 2.56 1
1.86667 2.54545 1
2.34615 2.77273 1
0.388889 0.538462 1
1.75 2.15385 1
1.17391 1.03846 1
1.11538 1.07407 1
1.15385 0.882353 1
2.29167 2.61905 1
1.11765 1 1
0.842105 1.14286 -1
0.5 0.545455 -1
0.111111 0.0833333 -1
3.24 3.52174 1
0.1 0.0909091 -1
1.21739 1.64706 1
5.57143 3.9 1
0.125 0.117647 -1
0.541667 0.619048 1
0.111111 0.111111 -1
1.5 1.09091 1
0.583333 0.5 1
1.89474 1.71429 1
1.96296 2.03846 1
1.19048 1.47059 1
0.32 0.285714 -1
2.80769 2.92 1
1.8 2.25 -1
2.14286 2.64706 -1
0.722222 0.684211 -1
1.69231 2.09524 1
2.92593 3.59091 1
0.95 0.904762 1
0.363636 0.285714 1
0 0 -1
4.42857 3.57692 -1
0.125 0.117647 -1
1.66667 2.35294 1
3.73333 4.48 1
0.75 0.5 1
0.230769 0.230769 1
2.67857 2.5 1
0.153846 0.117647 -1
0.733333 0.916667 1
0.380952 0.421053 1
1.65 1.17857 -1
1.875 1.30435 1
0.444444 0.333333 1
0.363636 0.25 1
0.25 0.375 -1
0.722222 0.684211 1
1.85 1.23333 -1
2.75 3.14286 1
1.69231 1.22222 1
0.307692 0.266667 1
0.666667 0.833333 1
1.54167 1.32143 1
0.8 1.14286 -1
0.230769 0.272727 1
2.89474 2.5 -1
0.0769231 0.0833333 -1
1.38462 2.11765 -1
1.09091 1.26316 1
1.5625 1.08696 1
3.23077 3.81818 1
5 4.56522 1
0.642857 0.642857 1
4.43333 4.43333 1
1.61538 1.5 -1
1.25 1.08696 1
3.21429 2.8125 -1
0.235294 0.307692 -1
1.3125 1.5 -1
0.173913 0.2 1
1.95 2.05263 1
3.03846 2.63333 1
0.1 0.111111 1
1.72222 1.47619 1
5.21739 5.45455 1
4.45833 3.96296 1
2.26923 2.18519 1
0.333333 0.25 1
2.3 1.91667 1
2.45 2.33333 1
1.3125 1.5 1
1.77273 1.5 -1
0.777778 0.583333 1
5.5 4.32143 1
0 0 1
0.181818 0.125 -1
1.66667 1.55172 1
5.10526 3.59259 1
0.772727 1.13333 1
0.181818 0.153846 -1
2.45455 2.16 1
0.0555556 0.0555556 -1
2.56522 2.95 1
2.33333 2.54545 1
0.238095 0.277778 -1
1.40909 1.47619 1
3.21429 2.14286 -1
0.642857 0.529412 1
0.266667 0.285714 -1
0.277778 0.3125 1
4.16667 3.33333 -1
3.55556 2.66667 1
0.529412 0.409091 -1
1 1 1
0.0714286 0.0769231 1
0.642857 0.947368 1
0.285714 0.25 1
0.0909091 0.0769231 -1
0.214286 0.166667 1
0.733333 0.846154 -1
1.33333 0.952381 1
5.3 4.24 1
7.65 7.28571 1
0.705882 0.6 1
1.41379 1.57692 1
5.66667 7.15789 1
3.18182 3.18182 1
5.25 5.25 1
0.545455 0.461538 1
5.7037 5.92308 1
4.66667 3 -1
0.909091 0.555556 -1
0.181818 0.166667 1
1.89655 2.89474 -1
1.25 1.31579 1
3.22222 3.34615 1
2.14286 2.64706 1
2.04762 1.86957 1
1.69231 2 1
0.25 0.210526 -1
0.9375 1 1
0.473684 0.529412 1
0.894737 1.0625 1
2.17647 1.94737 1
1.16667 1.16667 -1
1.15789 1.46667 1
0.689655 0.869565 1
2.75 2.89474 1
0.75 0.6 1
1.25 1.25 -1
0.363636 0.5 -1
0.307692 0.25 1
0.814815 1.1 1
0.5 0.666667 1
2.64286 2.64286 1
1.69231 1.76 1
0.352941 0.25 1
0.0769231 0.0555556 -1
1.16667 1.75 -1
0.73913 0.653846 1
0.272727 0.333333 -1
0.214286 0.214286 1
0.2 0.15 -1
3.61538 3.24138 -1
0.2 0.2 -1
1.5 1.5 1
0.68 0.85 1
0.882353 0.75 -1
1.22222 1.375 1
2.28 2.11111 1
0.210526 0.210526 -1
1.4 2 1
1.05882 1.2 1
0.25 0.375 -1
0.647059 0.647059 1
4.13636 5.6875 1
3.05556 3.66667 -1
0.8 1 1
1.5 1.16667 1
0.269231 0.291667 -1
1.66667 1.42857 1
0.0666667 0.0714286 -1
2.66667 2.08696 1
2.4 3.2 1
1.10526 1.61538 -1
0.6 0.545455 1
2.3913 2.89474 1
0.5 0.368421 1
1.45455 1.6 1
0.85 1.0625 -1
0.411765 0.35 1
0.222222 0.190476 -1
0.111111 0.0909091 1
0 0 1
0 0 -1
0.633333 0.863636 1
1.25926 1.47826 1
2.54545 3.29412 -1
0.52381 0.733333 1
0.368421 0.4375 -1
3.04 3.04 1
0.25 0.214286 1
2.05556 2.17647 1
1.82609 2 1
0.588235 0.714286 -1
0.95 0.904762 1
1.07692 1.21739 -1
1.12 1.21739 1
3.33333 3.5 1
9.13043 7 -1
0.285714 0.25 1
3.3 4.71429 1
1.33333 1.55556 -1
0.529412 0.692308 1
4.8 4.44444 -1
0.375 0.375 1
0.55 0.578947 -1
1 0.866667 1
0.333333 0.333333 1
0.916667 1.04762 1
0.294118 0.384615 1
1.36364 1.15385 1
2 1.33333 -1
1.20833 1.52632 -1
1.23529 1.16667 1
1.91304 1.83333 1
1.1875 0.95 1
0.1 0.0769231 -1
7.77778 7.77778 1
4.04167 4.04167 1
0.210526 0.25 1
1.375 1.22222 1
1.25 1.16667 -1
2.16667 2.16667 1
9.03571 10.5417 1
0.653846 0.85 -1
3.3913 4.875 -1
0.176471 0.166667 -1
0.4375 0.538462 1
